TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
ir.ramtung.impl1.Library,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,25,93,35099,1718385709580,1.0,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9552238805970149,1111111111111111111111111111111111111111111111111110111111001111111,1.0,1111111111,0,0,0,0,0.9367088607594937,11111111111111111111111111111111111111111110111111111111111011111111111111111111111111111111111111111111111111111111111101111100101011111111110100111111111111,0.6666666666666666,110110011,1.0,111111111111,1.0,111111111111,0.9552238805970149,1111111111111111111111111111111111111111111111111111011111111001111
